candidateKey,sourceWpPostId,name,normalizedName,slug,normalizedSlug,oldUrl,rawReview,plainTextPreview,bioCandidate,thumbnailId,thumbnailUrl,imageFieldId,imageFieldUrl,status,classification,classificationReasons,possibleDuplicateGroup,reviewLikelyType,reviewConfidence,yoastMetaTitle,yoastMetaDescription,canonicalUrl
author:751,751,Sara Ramiro,sara ramiro,sara-ramiro,sara-ramiro,https://editoriallarueca.com/autor/sara-ramiro/,"<p>1er Premio Cuentos Ilustrados Editorial La Rueca 2022</p>
<p><strong>El remanso es un lugar feliz y en calma dnde conviven muchas especies de animales. Pero todo cambia cuando deciden llevar a cabo un pan sin pensar en las consecuencias. Adéntrate en las aventuras de agua dulce y conoce a sus habitantes.</strong></p>
<p><strong>Para mantenerse sano y bonito el Lago Verano necesita colaboración de sus ciudadanas y ciudadanos. Pero una gran amenaza les sorprende cuando el Pez Pérez regresa de su pase. ¿Podrán unirse una vez más para volver a vivir en paz?</strong></p>",1er Premio Cuentos Ilustrados Editorial La Rueca 2022 El remanso es un lugar feliz y en calma dnde conviven muchas especies de animales. Pero todo cambia cuando deciden llevar a cabo un pan sin pensar en las consecuencias. Adéntrate en las…,,753,https://editoriallarueca.com/wp-content/uploads/w_Sara-Ramiro_El-Remanso.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:756,756,Carlos Miramontes Seijas,carlos miramontes seijas,carlos-miramontes-seijas,carlos-miramontes-seijas,https://editoriallarueca.com/autor/carlos-miramontes-seijas/,"<p>La presente obra es un itinerario que ha querido ser riguroso y honesto. Comenzamos desde el campo teológico-moral para mostrar que hoy se ve con bastante nitidez cómo la moral y la espiritualidad tienen una única y la misma raíz, el qué hacer del ser humano ante el Misterio. Luego hemos querido continuar con un autor concreto, John Main OSB, soldado en la Segunda Guerra Mundial, aventurero en Malasia y profesor de universidad antes que monje, y que falleció en los años ochenta, de manera prematura. ¿Por qué este autor? Porque comprometido y honesto, gran lector y conocedor de todas las más importantes corrientes de pensamiento, John Main propone una visión yendo a las fuentes, luminosa y positiva, basada en la idea de los antiguos de que solo el Ser es realmente, lo cual nos llevará a la <em>apatheia</em> o el “dejar atrás las pasiones”, no verse perturbado por ellas, pues no serían en el fondo reales del todo; a la paz y al Ser.</p>","La presente obra es un itinerario que ha querido ser riguroso y honesto. Comenzamos desde el campo teológico-moral para mostrar que hoy se ve con bastante nitidez cómo la moral y la espiritualidad tienen una única y la misma raíz, el qué h…",,758,https://editoriallarueca.com/wp-content/uploads/Foto-Carlos.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:762,762,Rosa Laguna Boza,rosa laguna boza,rosa-laguna-boza,rosa-laguna-boza,https://editoriallarueca.com/autor/rosa-laguna-boza/,"<p>Este pasaje de la historia comienza a mediados del siglo XIX, cuando la llegada de las líneas férreas se asocia al progreso, a la modernidad, y a un incipiente desarrollo industrial en España; acaba en los años 70 del pasado siglo XX.</p>","Este pasaje de la historia comienza a mediados del siglo XIX, cuando la llegada de las líneas férreas se asocia al progreso, a la modernidad, y a un incipiente desarrollo industrial en España; acaba en los años 70 del pasado siglo XX.",,764,https://editoriallarueca.com/wp-content/uploads/w_Foto-carnet-Rosi-Laguna.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:765,765,Ignacio Luis de Orduña Puebla,ignacio luis de orduna puebla,ignacio-luis-de-orduna-puebla,ignacio-luis-de-orduna-puebla,https://editoriallarueca.com/autor/ignacio-luis-de-orduna-puebla/,"<p>¿Y qué necesita este libro? Un buen lector como tú, que sin ser necesariamente poeta, tenga ""alma de niño"".</p>
<p>&nbsp;</p>","¿Y qué necesita este libro? Un buen lector como tú, que sin ser necesariamente poeta, tenga ""alma de niño"". &nbsp;",,768,https://editoriallarueca.com/wp-content/uploads/FotoPadreInaki.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,possible-author:ignacio luis de orduna puebla,book_synopsis,medium,,,
author:772,772,Richard Pazos,richard pazos,richard-pazos,richard-pazos,https://editoriallarueca.com/autor/richard-pazos/,"<p>Releer los silencios. Repensar cada emoción. Hallar seguro resguardo en la solidez de la incertidumbre.</p>
<p>Sentir de pensamiento. Pensar de corazón</p>",Releer los silencios. Repensar cada emoción. Hallar seguro resguardo en la solidez de la incertidumbre. Sentir de pensamiento. Pensar de corazón,,775,https://editoriallarueca.com/wp-content/uploads/RicharPazos.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:778,778,Jorge González González,jorge gonzalez gonzalez,jorge-gonzalez-gonzalez,jorge-gonzalez-gonzalez,https://editoriallarueca.com/autor/jorge-gonzalez-gonzalez/,"<p style=""background: white; margin: 0cm 0cm 12.0pt 0cm;""><span style=""font-family: 'Arial',sans-serif; color: #3b3b3b;"">La lucha, el esfuerzo, no dejar de sonreír, rodearte de todo aquello que te gusta y te hace sentir bien, te ayudará a superar los obstáculos.</span></p>
<p style=""background: white; margin: 0cm 0cm 12.0pt 0cm;""><span style=""font-family: 'Arial',sans-serif; color: #3b3b3b;"">Ser valiente, fuerte y nunca dejar de sonreír, son elementos que empoderan al ser humano para alcanzar los objetivos a corto o a largo plazo.</span></p>
<p style=""background: white; margin: 0cm 0cm 12.0pt 0cm;""><span style=""font-family: 'Arial',sans-serif; color: #3b3b3b;"">Superar las limitaciones me ha ayudado a ser más auténtico, realista y sobre todo ver la vida de forma mucho más positiva.</span></p>
<p style=""background: white; margin: 0cm 0cm 12.0pt 0cm;""><span style=""font-family: 'Arial',sans-serif; color: #3b3b3b;"">He sentido siempre especial conexión e interés en poder transmitir todo aquello que a través de mi experiencia profesional y personal pueda ayudar a mejorar la calidad de vida de las personas.</span></p>","La lucha, el esfuerzo, no dejar de sonreír, rodearte de todo aquello que te gusta y te hace sentir bien, te ayudará a superar los obstáculos. Ser valiente, fuerte y nunca dejar de sonreír, son elementos que empoderan al ser humano para alc…",,780,https://editoriallarueca.com/wp-content/uploads/JorgeGonzalez.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:786,786,Jessica S.L.,jessica s l,jessica-s-l,jessica-s-l,https://editoriallarueca.com/autor/jessica-s-l/,"<p>Debido a un suceso de salud se vio en la necesidad de dejar aflorar sus pensamientos y emociones. Darles voz, así fue como tras muchos años de idas y venidas con los personajes fueron tomando cada vez más relevancia hasta convertirse en ""El misterio de la Noche"". Primera obra de esta joven escritora que ve la luz, en la que te dejará deseando saber más sobre ellos y su vida.</p>","Debido a un suceso de salud se vio en la necesidad de dejar aflorar sus pensamientos y emociones. Darles voz, así fue como tras muchos años de idas y venidas con los personajes fueron tomando cada vez más relevancia hasta convertirse en ""E…",,788,https://editoriallarueca.com/wp-content/uploads/FotoJessica.jpg,,,publish,author_only_candidate,tf_libro vacío,,author_bio,medium,,,
author:793,793,Tamara Chenel,tamara chenel,tamara-chenel,tamara-chenel,https://editoriallarueca.com/autor/tamara-chenel/,<p>Esta antología recoge los momentos de la vida en los que toca el ciclo ineludible de la luna negra. Cuando las noches son más oscuras. Cuando las mareas están bajas. Cuando brillan más las estrellas.</p>,Esta antología recoge los momentos de la vida en los que toca el ciclo ineludible de la luna negra. Cuando las noches son más oscuras. Cuando las mareas están bajas. Cuando brillan más las estrellas.,,795,https://editoriallarueca.com/wp-content/uploads/Tamara.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:797,797,Carlos José Olmedo Batista,carlos jose olmedo batista,carlos-jose-olmedo-batista,carlos-jose-olmedo-batista,https://editoriallarueca.com/autor/carlos-jose-olmedo-batista/,"<p>Mi nombre es Ángel, y tanto para mí, como para los demás niños, llegó el final de otro curso, y muy rápidamente, formó parte de mi pasado, pero eso sí, como si fuera consciente de ello, aún me reservaba una sorpresa, como queriéndome decir, que nunca, se deja de aprender.</p>","Mi nombre es Ángel, y tanto para mí, como para los demás niños, llegó el final de otro curso, y muy rápidamente, formó parte de mi pasado, pero eso sí, como si fuera consciente de ello, aún me reservaba una sorpresa, como queriéndome decir…",,799,https://editoriallarueca.com/wp-content/uploads/FotoCarlosJ.Olmedo.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,possible-author:carlos jose olmedo batista,book_synopsis,medium,,,
author:802,802,GASPAR T. JIMENO DIESTRO,gaspar t jimeno diestro,gaspar-t-jimeno-diestro,gaspar-t-jimeno-diestro,https://editoriallarueca.com/autor/gaspar-t-jimeno-diestro/,"<p>El título más sencillo y sugerente que hemos encontrado para este libro, después de buscar otros posibles es:<strong> Biodiversidad. </strong>Pero nos gustaba que, además, en la portada aparecieran tres palabras que consideramos fundamentales, por estar asociadas a ella. Sostenibilidad, supervivencia e inmortalidad.</p>","El título más sencillo y sugerente que hemos encontrado para este libro, después de buscar otros posibles es: Biodiversidad. Pero nos gustaba que, además, en la portada aparecieran tres palabras que consideramos fundamentales, por estar as…",,804,https://editoriallarueca.com/wp-content/uploads/FotoGaspar.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,possible-author:gaspar t jimeno diestro,book_synopsis,medium,,,
author:807,807,Gregorio Muñoz Gómez,gregorio munoz gomez,gregorio-munoz-gomez,gregorio-munoz-gomez,https://editoriallarueca.com/autor/gregorio-munoz-gomez/,"<p>Los valores, las creencias, la forma de vivir y el modo de afrontar los retos para poder ser felices y vivir en paz y armonía con nuestro SER.</p>
<p>Gory tiene el privilegio de poder cooperar con el desarrollo de la inteligencia emocional y de la consciencia humana no solamente en aquellos que le rodean, sino también de una forma sutil y elegante en las futuras generaciones a través de la docencia que imparte en la universidad con sus alumnos, sus videos y conferencias.   </p>
<p><span class=""S1PPyQ"">Nos hablará de cómo cambiar tu vida en este libro de ""crecimiento personal"".</span></p>","Los valores, las creencias, la forma de vivir y el modo de afrontar los retos para poder ser felices y vivir en paz y armonía con nuestro SER. Gory tiene el privilegio de poder cooperar con el desarrollo de la inteligencia emocional y de l…",,809,https://editoriallarueca.com/wp-content/uploads/w_FOTO-gregorio.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:813,813,Ángel García García-Muñoz (BÜRU),angel garcia garcia munoz buru,angel-garcia-garcia-munoz-buru,angel-garcia-garcia-munoz-buru,https://editoriallarueca.com/autor/angel-garcia-garcia-munoz-buru/,"<p class=""Standard"">Cuando creía que estaba llegando al final del viaje firmé una prórroga para seguir adelante. <br />Esta historia fue una alegría que se convirtió en otra catarsis. <br />“Las heridas heredadas no se muestran con cicatrices visibles en la piel,</p>
<p class=""Standard"">pero si las descubres y no las sanas, el daño emocional te acompaña toda la vida”.</p>","Cuando creía que estaba llegando al final del viaje firmé una prórroga para seguir adelante. Esta historia fue una alegría que se convirtió en otra catarsis. “Las heridas heredadas no se muestran con cicatrices visibles en la piel, pero si…",,815,https://editoriallarueca.com/wp-content/uploads/w_Foto-Angel-Garcia.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,possible-author:angel garcia garcia munoz buru,book_synopsis,medium,,,
author:819,819,Juan José Velasco Sánchez-Mayoral,juan jose velasco sanchez mayoral,juan-jose-velasco-sanchez-mayoral,juan-jose-velasco-sanchez-mayoral,https://editoriallarueca.com/autor/juan-jose-velasco-sanchez-mayoral/,"<p>La presente narración, nos sitúa en un ambiente juvenil en el que somos felices, hasta que todo cambia cuando hay que decidir cómo alcanzar una meta que creemos es buena para nuestro porvenir. Sin embargo, no sabemos qué camino nos tiene reservado el destino por el cual vamos a transitar.</p>","La presente narración, nos sitúa en un ambiente juvenil en el que somos felices, hasta que todo cambia cuando hay que decidir cómo alcanzar una meta que creemos es buena para nuestro porvenir. Sin embargo, no sabemos qué camino nos tiene r…",,821,https://editoriallarueca.com/wp-content/uploads/W_Juan-Jose-Velasco-S.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,possible-author:juan jose velasco sanchez mayoral,book_synopsis,medium,,,
author:835,835,José Ignacio Miguelsanz,jose ignacio miguelsanz,jose-ignacio-miguelsanz,jose-ignacio-miguelsanz,https://editoriallarueca.com/autor/jose-ignacio-miguelsanz/,"<p>Esta es una impactante novela histórica que se inicia con el hallazgo de un manuscrito fechado en 1520-21.</p>
<p>&nbsp;</p>
<p>El relato de Diego Allas nos traslada a la vida cotidiana en una de las ciudades más prósperas del reino de Castilla en el siglo XVI. Sin embargo, estas circunstancias cambian de manera radical por las exigencias del rey Carlos I que, con el fin de ser coronado Emperador del Sacro Imperio Germánico, solicita una desmesurada subida de impuestos para llevar a cabo su objetivo. A ello se añade el descontento de los ciudadanos tras las múltiples promesas incumplidas desde su coronación, colmando la paciencia de los castellanos el soborno del monarca a los procuradores elegidos por las ciudades para asistir a las Cortes de 1520.</p>
<p>Diego Allas pasará del trabajo en la carpintería familiar a cabalgar por tierras castellanas, siendo testigo de los principales hechos que acontecen desde que en Toledo prendiera la llama revolucionaria hasta la batalla de Villalar.</p>
<p>Esta novela, respetuosa con los hechos acontecidos, nos recuerda que hubo un periodo de tiempo hace cinco siglos, en el que Castilla se autogobernó bajo la Ley Perpetua, predecesora de nuestras actuales constituciones.</p>
<p>La narración nos muestra la lucha de los ciudadanos por la justicia y la libertad, en contra de una monarquía absolutista, unidos por un grito que aún pervive en la actualidad: “Nadie es más que nadie”.</p>",Esta es una impactante novela histórica que se inicia con el hallazgo de un manuscrito fechado en 1520-21. &nbsp; El relato de Diego Allas nos traslada a la vida cotidiana en una de las ciudades más prósperas del reino de Castilla en el si…,,837,https://editoriallarueca.com/wp-content/uploads/w_Foto-Nacho-Miguelsanz.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:868,868,Fernando Ruiz Grijalba,fernando ruiz grijalba,fernando-ruiz-grijalba,fernando-ruiz-grijalba,https://editoriallarueca.com/autor/fernando-ruiz-grijalba/,"<p>Amar a fondo perdido: Desde la dulzura del querer en todas sus manifestaciones a la amargura del desamor. <em>Amar a tiempo perdido</em> es lo que ha hecho el autor de este libro; su universo se llena con elogios y desengaños, afectos y ausencias, emociones y añoranzas, pero siempre en un caudal de pasiones; todo cabe en el amor.</p>
<p>La Decisión: Cuarenta y nueve historias. Relatos reales o ficticios. Unos se sumergen en aguas desconocidas, mientras otros tejen urdimbres que van conformando testimonios de verdades y situaciones que, aunque corrientes, pueden parecer insólitas. Personajes, unas veces oscuros y confusos, otras felices y divertidos, pero siempre auténticos frente al lector. En ciertos relatos, se exalta el papel de algunas de estas personas en el avance y transformación de la sociedad.</p>","Amar a fondo perdido: Desde la dulzura del querer en todas sus manifestaciones a la amargura del desamor. Amar a tiempo perdido es lo que ha hecho el autor de este libro; su universo se llena con elogios y desengaños, afectos y ausencias,…",,870,https://editoriallarueca.com/wp-content/uploads/FotoFernando.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:879,879,Santiago Balmaseda Ramírez de Arellano,santiago balmaseda ramirez de arellano,santiago-balmaseda-ramirez-de-arellano,santiago-balmaseda-ramirez-de-arellano,https://editoriallarueca.com/autor/santiago-balmaseda-ramirez-de-arellano/,"<p>La obra se compone de más de cien relatos en los que narro algunas experiencias de mi vida, generalmente en tono jocoso, con la intención de provocar la sonrisa del lector.</p>","La obra se compone de más de cien relatos en los que narro algunas experiencias de mi vida, generalmente en tono jocoso, con la intención de provocar la sonrisa del lector.",,881,https://editoriallarueca.com/wp-content/uploads/FotoSantiagoBalmaseda.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:882,882,Ana Córdoba del Campo,ana cordoba del campo,ana-cordoba-del-campo-2,ana-cordoba-del-campo,https://editoriallarueca.com/autor/ana-cordoba-del-campo-2/,"<p>""No te vi venir, pues jamás te hubiese dejado entrar"" es la tercera obra de poesía y prosa poética de Ana Córdoba del Campo, una autora que escribe desde lo más íntimo. En él plasma los sentimientos que la atrapan y te enamoran desde la primera palabra. Ana se desnuda con poemas cortos, abiertos, textos, desde ese lugar inocente que te habla del amor con aire fresco de la fugacidad del tiempo y de cómo vivir ese desequilibrio insoportable de la despedida que se precipita en los recuerdos, te araña y te sangra sin perder el compás. Pero también dice cómo y dónde refugiarse para esperar que pase la tormenta, el refugio lo llevamos dentro y eso Ana lo sabe. Escribe lo que vive, lo que le cuentan, lo que imagina. ""Esta es tu historia, la de tu prima, vecina, gente que ni conoces. Si estás leyendo esto es porque tú también viviste cerca de su calle y necesitas curar tu alma. Si alguna vez te has roto... pasa, esta es tu casa, siéntate"". Ana escribe para curar su alma y la tuya.</p>","""No te vi venir, pues jamás te hubiese dejado entrar"" es la tercera obra de poesía y prosa poética de Ana Córdoba del Campo, una autora que escribe desde lo más íntimo. En él plasma los sentimientos que la atrapan y te enamoran desde la pr…",,884,https://editoriallarueca.com/wp-content/uploads/w_FotoAnaCordobaparaweb.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,possible-author:ana cordoba del campo,book_synopsis,medium,,,
author:885,885,Jesús Ezequiel Pérez Dorado,jesus ezequiel perez dorado,jesus-ezequiel-perez-dorado,jesus-ezequiel-perez-dorado,https://editoriallarueca.com/autor/jesus-ezequiel-perez-dorado/,"<p>Levantar el latido de una identidad histórica que, aunque viva, parece diluirse en el tráfago de la rapidez de la modernidad; dejarme llevar por el profundo amor con que nuestra tierra y nuestros hombres han dejado impregnado, como sin querer, mi torpe espíritu; mostrar, humilde y algo avergonzado, mi gratitud a cuanto la vida, un punto en su divina eternidad, con sus luces y sus sombras, me ha ofrecido, al tocarme con su doble velo de hermosura y fealdad...</p>","Levantar el latido de una identidad histórica que, aunque viva, parece diluirse en el tráfago de la rapidez de la modernidad; dejarme llevar por el profundo amor con que nuestra tierra y nuestros hombres han dejado impregnado, como sin que…",,887,https://editoriallarueca.com/wp-content/uploads/w_FotoEzequiel.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:894,894,Rosa Gómez,rosa gomez,rosa-gomez,rosa-gomez,https://editoriallarueca.com/autor/rosa-gomez/,"<p>Un personaje tan inquietante y polémico me ha dado para muchas horas y muchos meses de trabajo, buscando información por distintas fuentes y que coincidieran todos los datos, aunque parece que todo se ha escrito sobre este personaje, a veces aparece algo menos conocido que suma a lo anterior ya escrito.</p>","Un personaje tan inquietante y polémico me ha dado para muchas horas y muchos meses de trabajo, buscando información por distintas fuentes y que coincidieran todos los datos, aunque parece que todo se ha escrito sobre este personaje, a vec…",,896,https://editoriallarueca.com/wp-content/uploads/w_FotoRosa.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:904,904,José Antonio Galante Pérez,jose antonio galante perez,jose-antonio-galante-perez,jose-antonio-galante-perez,https://editoriallarueca.com/autor/jose-antonio-galante-perez/,"<p>El whisky sugiere mundos poéticos por el hecho de qué es un arcón lleno de sensaciones, un baúl cerrado del que desconoces que se guarda en el interior, qué secretos se esconden, qué tesoros te esperan. El whisky es un Atlas repleto de mapas que te invitan a surcar mares y cielos, viajes vitales, viajes iniciáticos que te llevan a soñar.</p>","El whisky sugiere mundos poéticos por el hecho de qué es un arcón lleno de sensaciones, un baúl cerrado del que desconoces que se guarda en el interior, qué secretos se esconden, qué tesoros te esperan. El whisky es un Atlas repleto de map…",,906,https://editoriallarueca.com/wp-content/uploads/w_FotoGalante.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,possible-author:jose antonio galante perez,book_synopsis,medium,,,
author:909,909,David Supertramp,david supertramp,909,909,https://editoriallarueca.com/autor/909/,"<p>Llega el día en el que hay que tomar la decisión de realizar cambios drásticos en tu vida, alejarte de todo lo tóxico y negativo que te rodea y enfrentarte al proceso.</p>","Llega el día en el que hay que tomar la decisión de realizar cambios drásticos en tu vida, alejarte de todo lo tóxico y negativo que te rodea y enfrentarte al proceso.",,911,https://editoriallarueca.com/wp-content/uploads/w_FotoDavidNavarro1.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:915,915,Juan Alberto Campoy Cervera,juan alberto campoy cervera,juan-alberto-campoy-cervera,juan-alberto-campoy-cervera,https://editoriallarueca.com/autor/juan-alberto-campoy-cervera/,,,,917,https://editoriallarueca.com/wp-content/uploads/w_juan5.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,ambiguous,low,,,
author:921,921,Diego Gómez-Costa,diego gomez costa,diego-gomez-costa,diego-gomez-costa,https://editoriallarueca.com/autor/diego-gomez-costa/,<p>El autor desea que el contenido del relato pueda crear una vinculación con las experiencias descritas en él y con el propio lector. De una forma espontánea y con un lenguaje claro y sencillo explica situaciones en las que el devenir de su vida le ha hecho ver que existe algo más allá de lo que conocemos.</p>,El autor desea que el contenido del relato pueda crear una vinculación con las experiencias descritas en él y con el propio lector. De una forma espontánea y con un lenguaje claro y sencillo explica situaciones en las que el devenir de su…,,923,https://editoriallarueca.com/wp-content/uploads/w_fotoDiegoGomez.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,possible-author:diego gomez costa,book_synopsis,medium,,,
author:926,926,Eva María Riber Herráez,eva maria riber herraez,eva-maria-riber-herraez,eva-maria-riber-herraez,https://editoriallarueca.com/autor/eva-maria-riber-herraez/,"<p>Si algún día te la encuentras te dirá: “¡Nunca dejes de soñar! ¡Atrévete a imaginar! Pero, por favor, NO TE OLVIDES DE SER FELIZ”</p>","Si algún día te la encuentras te dirá: “¡Nunca dejes de soñar! ¡Atrévete a imaginar! Pero, por favor, NO TE OLVIDES DE SER FELIZ”",,928,https://editoriallarueca.com/wp-content/uploads/w_FotoEvaRiber.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:932,932,"Agustín Eguíluz , Julia Carou, M.ª Goretti Ausín, Fe Pajares y Fernando López",agustin eguiluz julia carou m goretti ausin fe pajares y fernando lopez,agustin-eguiluz-julia-carou-m-a-goretti-ausin-fe-pajares-y-fernando-lopez,agustin-eguiluz-julia-carou-m-a-goretti-ausin-fe-pajares-y-fernando-lopez,https://editoriallarueca.com/autor/agustin-eguiluz-julia-carou-m-a-goretti-ausin-fe-pajares-y-fernando-lopez/,"<p>Este grupo de amantes de las letras ha querido recoger en este libro una muestra de los muchos escritos que, durante más de cinco años juntos, han realizado en común.</p>
<p>Que sean de su agrado.</p>","Este grupo de amantes de las letras ha querido recoger en este libro una muestra de los muchos escritos que, durante más de cinco años juntos, han realizado en común. Que sean de su agrado.",,935,https://editoriallarueca.com/wp-content/uploads/fotoGrupo.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:938,938,Antonio Valdeavero Ponce,antonio valdeavero ponce,antonio-valdeavero-ponce,antonio-valdeavero-ponce,https://editoriallarueca.com/autor/antonio-valdeavero-ponce/,<p> “Relatos que sacan pensamientos de siglos acotados que ahora queda a su libre interpretación personal”</p>,“Relatos que sacan pensamientos de siglos acotados que ahora queda a su libre interpretación personal”,,940,https://editoriallarueca.com/wp-content/uploads/w_FotoValdeavero-1.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,possible-author:antonio valdeavero ponce,book_synopsis,medium,,,
author:942,942,Manuel Gómez-Rosas,manuel gomez rosas,manuel-gomez-rosas,manuel-gomez-rosas,https://editoriallarueca.com/autor/manuel-gomez-rosas/,"<p>Tenemos ante nosotros un libro diferente. Nos encontramos con un gran descubrimiento literario que va a hacernos pensar en multitud de aspectos de la vida cotidiana, presentados desde un punto de vista amable, entretenido y directo.</p>","Tenemos ante nosotros un libro diferente. Nos encontramos con un gran descubrimiento literario que va a hacernos pensar en multitud de aspectos de la vida cotidiana, presentados desde un punto de vista amable, entretenido y directo.",,943,https://editoriallarueca.com/wp-content/uploads/w_fotoAutorPresentacion.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,possible-author:manuel gomez rosas,book_synopsis,medium,,,
author:946,946,Fidel Vela,fidel vela,fidel-vela,fidel-vela,https://editoriallarueca.com/autor/fidel-vela/,"<p>La novela está acotada en el tiempo (dos años aproximadamente) y en el espacio (un pueblo ficticio castellano) y ambientada en los primeros años sesenta del pasado siglo, aunque la historia podría trasladarse a los tiempos actuales. Podríamos pensar que se trata de una novela costumbrista o realista más. Sus personajes principales, un grupo de muchachos, nos recordaría a la novela de Sánchez Ferlosio “El Jarama”. En el caso que nos ocupa son jóvenes con inquietudes literarias, ávidos lectores de Baroja, Unamuno, Machado y que anhelan salir del pueblo y marchar a la capital o al extranjero. La descripción de los mismos y de los paisajes es realmente magnífica.</p>","La novela está acotada en el tiempo (dos años aproximadamente) y en el espacio (un pueblo ficticio castellano) y ambientada en los primeros años sesenta del pasado siglo, aunque la historia podría trasladarse a los tiempos actuales. Podría…",,948,https://editoriallarueca.com/wp-content/uploads/w_FotoFidel.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:954,954,María Isabel Herrero de la Torre,maria isabel herrero de la torre,maria-isabel-herrero-de-la-torre,maria-isabel-herrero-de-la-torre,https://editoriallarueca.com/autor/maria-isabel-herrero-de-la-torre/,"<p>Este trabajo de investigación trata sobre las diferencias existentes de los tres géneros predominantes en la sociedad actual (femenino, masculino y no binario) en lo que se refiere a la expresión conductual de la violencia, a través de cinco variables relacionadas con el comportamiento violento (agresividad, sexismo, culpa, impulsividad y resiliencia). También analiza si alguno de estos cinco factores se podría utilizar como predictor de la ocurrencia o inhibición de la respuesta violenta, para su posible aplicación en tratamientos psicológicos de personas condenadas judicialmente por delitos violentos.</p>","Este trabajo de investigación trata sobre las diferencias existentes de los tres géneros predominantes en la sociedad actual (femenino, masculino y no binario) en lo que se refiere a la expresión conductual de la violencia, a través de cin…",,956,https://editoriallarueca.com/wp-content/uploads/w_FotoIsabel.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
author:957,957,José Antonio Rodrigo Alonso,jose antonio rodrigo alonso,jose-antonio-rodrigo-alonso,jose-antonio-rodrigo-alonso,https://editoriallarueca.com/autor/jose-antonio-rodrigo-alonso/,"<p>“¡Encuentros!”. Es la palabra “suficiente” que José Antonio Rodrigo Alonso emplea para resumir todo lo que destilan las 223 páginas de su última obra sobre Santa Cruz de Campezo.</p>
<p>Encuentros Campezanos está escrita como novela histótica y la ha escrito un investigador que siendo extremeño de nacimiento, siente como “suyo” Santa Cruz de Campezo.</p>",“¡Encuentros!”. Es la palabra “suficiente” que José Antonio Rodrigo Alonso emplea para resumir todo lo que destilan las 223 páginas de su última obra sobre Santa Cruz de Campezo. Encuentros Campezanos está escrita como novela histótica y l…,,959,https://editoriallarueca.com/wp-content/uploads/w_FotoJoseAntonio.jpg,,,publish,legacy_author_book_combined,tf_libro poblado,,book_synopsis,medium,,,
